_id,std_year,region,consumption_amount,industry_major_cate,industry_middle_cate
65e912c3bb908e26c803e039,2021,대전,0,숙박업,콘도
65e912c3bb908e26c803e03a,2021,대전,319821415.629,식음료업,식음료
65e912c3bb908e26c803e03b,2021,대전,1047706.854,여가서비스업,관광유원시설
65e912c3bb908e26c803e03c,2021,대전,11666617.359,여가서비스업,골프장
65e912c3bb908e26c803e03d,2021,대전,2781618.06,여가서비스업,기타레저
65e912c3bb908e26c803e03e,2021,대전,3336662.325,여가서비스업,문화서비스
65e912c3bb908e26c803e03f,2021,대전,27765.3,여행업,여행업
65e912c3bb908e26c803e040,2021,대전,270511942.91,운송업,육상운송
65e912c3bb908e26c803e041,2021,대전,479733.373,운송업,렌터카
65e912c3bb908e26c803e042,2021,대전,2459,운송업,수상운송
